Timestamp,"Type of Mobile Plan
Jenis Pelan Mudah Alih","Are you satisfied with your current type of mobile plan? (Postpaid/Prepaid)
Adakah anda berpuas hati dengan jenis pelan mudah alih anda? (Pascabayar/Prabayar)","Age
Umur
e.g: 22","Gender
Jantina","Occupation
Pekerjaan","Income (RM)
Pendapatan (RM)
e.g: 5000","Education Level
Tahap Pendidikan","Marital Status
Status Perkahwinan","Number of dependents (person)
Bilangan tanggungan (orang)
e.g: 5","Location
Tempat tinggal","Average Monthly Data Usage (GB)
Purata Penggunaan Data Bulanan (GB)
e.g: 20","Do you often play games (e.g. Mobile Legends, Genshin Impact) ?
Adakah anda sering bermain permainan (e.g. Mobile Legends) ?","Do you often stream? (e.g. Youtube, Netflix)
Adakah anda sering melayari penstriman?  (e.g. Youtube, Netflix)","Do you often use social media? (e.g. TikTok, Instagram)
Adakah anda sering menggunakan media sosial?  (e.g. TikTok, Instagram)","Average Daily Time Spent On Mobile Device (Hours)
Purata Masa Harian Menggunakan Telefon Bimbit (Jam)
e.g: 2","Hotspot Usage
Penggunaan Hotspot","Current Mobile Service Provider
Penyedia Perkhidmatan Mudah Alih","Number of years with current telco
Jumlah tahun dengan telco sekarang
e.g: 3","Monthly expenses on mobile plan (RM)
Perbelanjaan bulanan untuk pelan mudah alih (RM)
e.g: 50","Number of SIM cards owned
Bilangan kad SIM yang dimiliki
e.g: 2","Number of device owned (Laptops, phones, tablets)
Jumlah peranti yang dimiliki (Komputer riba, telefon bimbit, tablet)
e.g: 3","Number of lines in household
Jumlah talian mudah alih dalam isi rumah
e.g: 4","Do you have a smartphone under contract?
Adakah anda mempunyai telefon pintar di bawah kontrak?","Do you have Wi-Fi at home?
Adakah anda mempunyai Wi-Fi di rumah?",Column 25
5/21/2025 0:18:35,Postpaid,Yes / Ya,51,Female / Perempuan,Employed / Bekerja,5500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,50,No / Tidak,No / Tidak,No / Tidak,5,Sometimes / Kadang Kala,CelcomDigi,20,55,1,2,7,No / Tidak,Yes / Ya,
5/21/2025 0:43:35,Prepaid,Yes / Ya,47,Female / Perempuan,Unemployed / Tidak bekerja,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,5,Rarely / Jarang,Maxis,1,302,2,1,5,No / Tidak,Yes / Ya,
5/21/2025 0:55:05,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,10000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,6,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,25,100,1,3,7,Yes / Ya,Yes / Ya,
5/21/2025 1:09:20,Prepaid,Yes / Ya,22,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Rural / Luar bandar,30,No / Tidak,Yes / Ya,Yes / Ya,12,Rarely / Jarang,CelcomDigi,8,30,1,3,1,No / Tidak,Yes / Ya,
5/21/2025 1:22:49,Postpaid,Yes / Ya,48,Male / Lelaki,Employed / Bekerja,5500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,100,No / Tidak,Yes / Ya,Yes / Ya,2,Often / Selalu,U Mobile,5,50,2,3,4,No / Tidak,No / Tidak,
5/21/2025 5:17:23,Prepaid,Yes / Ya,56,Female / Perempuan,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,5,Sometimes / Kadang Kala,CelcomDigi,20,30,1,3,5,No / Tidak,Yes / Ya,
5/21/2025 5:38:32,Postpaid,Yes / Ya,54,Female / Perempuan,Employed / Bekerja,6000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,4,Sub-urban / Pinggir bandar,60,No / Tidak,No / Tidak,Yes / Ya,4,Sometimes / Kadang Kala,U Mobile,4,60,132,24,4,No / Tidak,Yes / Ya,
5/21/2025 5:43:12,Prepaid,Yes / Ya,50,Female / Perempuan,Retired / Telah bersara,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Rural / Luar bandar,1,No / Tidak,Yes / Ya,No / Tidak,2,Rarely / Jarang,CelcomDigi,26,25,1,3,10,No / Tidak,Yes / Ya,
5/21/2025 5:43:57,Postpaid,Yes / Ya,50,Male / Lelaki,Employed / Bekerja,7000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Sub-urban / Pinggir bandar,80,No / Tidak,No / Tidak,Yes / Ya,3,Rarely / Jarang,CelcomDigi,6,70,2,2,7,Yes / Ya,Yes / Ya,
5/21/2025 5:56:39,Postpaid,Yes / Ya,51,Female / Perempuan,Employed / Bekerja,8500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Rural / Luar bandar,120,No / Tidak,No / Tidak,Yes / Ya,2,Often / Selalu,CelcomDigi,10,150,1,2,3,No / Tidak,Yes / Ya,
5/21/2025 6:16:15,Prepaid,Yes / Ya,51,Female / Perempuan,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Rural / Luar bandar,150,No / Tidak,Yes / Ya,Yes / Ya,10,Sometimes / Kadang Kala,CelcomDigi,3,35,1,2,7,No / Tidak,Yes / Ya,
5/21/2025 6:32:02,Postpaid,Yes / Ya,58,Female / Perempuan,Employed / Bekerja,13000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Urban / Bandar,20,No / Tidak,No / Tidak,No / Tidak,2,Sometimes / Kadang Kala,Maxis,21,90,1,2,3,Yes / Ya,Yes / Ya,
5/21/2025 6:32:37,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,10000,PhD / Doktor Falsafah,Married / Berkahwin,4,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,CelcomDigi,15,150,1,1,4,Yes / Ya,Yes / Ya,
5/21/2025 6:33:23,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,15000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,U Mobile,10,60,1,2,5,No / Tidak,Yes / Ya,
5/21/2025 6:37:03,Postpaid,Yes / Ya,55,Female / Perempuan,Retired / Telah bersara,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Rural / Luar bandar,20,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,redONE,20,60,1,3,2,No / Tidak,Yes / Ya,
5/21/2025 6:44:50,Postpaid,Yes / Ya,43,Female / Perempuan,Employed / Bekerja,7000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,60,No / Tidak,No / Tidak,Yes / Ya,6,Sometimes / Kadang Kala,Maxis,21,158,1,3,2,Yes / Ya,Yes / Ya,
5/21/2025 6:51:46,Postpaid,Yes / Ya,24,Male / Lelaki,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,100,No / Tidak,No / Tidak,Yes / Ya,5,Sometimes / Kadang Kala,CelcomDigi,12,70,1,2,1,No / Tidak,No / Tidak,
5/21/2025 6:56:57,Postpaid,Yes / Ya,47,Female / Perempuan,Employed / Bekerja,8500,Master's Degree / Ijazah Sarjana,Married / Berkahwin,1,Urban / Bandar,25,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,Maxis,5,100,1,2,4,No / Tidak,Yes / Ya,
5/21/2025 7:00:25,Postpaid,Yes / Ya,53,Male / Lelaki,Retired / Telah bersara,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Urban / Bandar,10,No / Tidak,No / Tidak,Yes / Ya,3,Sometimes / Kadang Kala,Maxis,8,100,1,2,3,No / Tidak,Yes / Ya,
5/21/2025 7:03:19,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Urban / Bandar,10,No / Tidak,Yes / Ya,No / Tidak,1,Rarely / Jarang,Unifi Mobile,2,65,1,1,4,No / Tidak,Yes / Ya,
5/21/2025 7:08:10,Postpaid,Yes / Ya,60,Male / Lelaki,Retired / Telah bersara,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,2,Urban / Bandar,40,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,Maxis,10,200,4,5,5,Yes / Ya,Yes / Ya,
5/21/2025 7:09:50,Postpaid,Yes / Ya,46,Female / Perempuan,Employed / Bekerja,5900,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Rural / Luar bandar,10,No / Tidak,Yes / Ya,No / Tidak,8,Rarely / Jarang,CelcomDigi,10,40,1,2,6,No / Tidak,Yes / Ya,
5/21/2025 7:11:49,Postpaid,Yes / Ya,49,Male / Lelaki,Employed / Bekerja,4600,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,3,Urban / Bandar,28,No / Tidak,Yes / Ya,Yes / Ya,5,Often / Selalu,CelcomDigi,6,300,5,5,5,No / Tidak,Yes / Ya,
5/21/2025 7:12:12,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,11000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,5,Sub-urban / Pinggir bandar,15,No / Tidak,No / Tidak,Yes / Ya,2,Sometimes / Kadang Kala,CelcomDigi,25,90,1,3,4,Yes / Ya,Yes / Ya,
5/21/2025 7:13:44,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 7:18:47,Postpaid,Yes / Ya,33,Female / Perempuan,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Sub-urban / Pinggir bandar,80,No / Tidak,Yes / Ya,No / Tidak,7,Often / Selalu,Unifi Mobile,6,63,1,1,1,No / Tidak,No / Tidak,
5/21/2025 7:19:47,Postpaid,Yes / Ya,42,Female / Perempuan,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,50,No / Tidak,No / Tidak,Yes / Ya,5,Sometimes / Kadang Kala,redONE,6,40,2,3,4,No / Tidak,Yes / Ya,
5/21/2025 7:21:54,Postpaid,Yes / Ya,39,Male / Lelaki,Employed / Bekerja,4000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,10,Sometimes / Kadang Kala,U Mobile,9,54,1,2,5,No / Tidak,Yes / Ya,
5/21/2025 7:24:45,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 7:27:20,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,12500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Sub-urban / Pinggir bandar,500,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,Unifi Mobile,15,400,5,3,3,Yes / Ya,Yes / Ya,
5/21/2025 7:27:21,Prepaid,Yes / Ya,61,Female / Perempuan,Retired / Telah bersara,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Urban / Bandar,30,No / Tidak,No / Tidak,Yes / Ya,1,Rarely / Jarang,Maxis,5,50,2,1,2,No / Tidak,No / Tidak,
5/21/2025 7:27:36,Postpaid,Yes / Ya,60,Female / Perempuan,Retired / Telah bersara,14000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,1,Urban / Bandar,3,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,Unifi Mobile,10,350,2,2,8,Yes / Ya,Yes / Ya,
5/21/2025 7:27:47,Postpaid,Yes / Ya,43,Female / Perempuan,Employed / Bekerja,9000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,3,Urban / Bandar,40,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,16,120,2,3,4,Yes / Ya,Yes / Ya,
5/21/2025 7:30:46,Postpaid,Yes / Ya,59,Female / Perempuan,Employed / Bekerja,3000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,2,Urban / Bandar,5,No / Tidak,No / Tidak,Yes / Ya,20,Rarely / Jarang,Maxis,10,120,2,2,3,No / Tidak,Yes / Ya,
5/21/2025 7:30:46,Prepaid,Yes / Ya,39,Female / Perempuan,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Urban / Bandar,40,No / Tidak,Yes / Ya,Yes / Ya,4,Often / Selalu,CelcomDigi,2,35,2,2,4,No / Tidak,Yes / Ya,
5/21/2025 7:33:26,Postpaid,Yes / Ya,48,Female / Perempuan,Unemployed / Tidak bekerja,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,0,Urban / Bandar,50,No / Tidak,Yes / Ya,No / Tidak,4,Often / Selalu,CelcomDigi,7,63,1,1,5,Yes / Ya,No / Tidak,
5/21/2025 7:34:04,Postpaid,Yes / Ya,56,Female / Perempuan,Retired / Telah bersara,1509,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,3,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,U Mobile,13,100,1,3,5,Yes / Ya,No / Tidak,
5/21/2025 7:34:46,Postpaid,Yes / Ya,45,Female / Perempuan,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,7,Urban / Bandar,100,Yes / Ya,Yes / Ya,Yes / Ya,8,Often / Selalu,Unifi Mobile,10,300,3,5,3,No / Tidak,Yes / Ya,
5/21/2025 7:35:34,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 7:35:47,Postpaid,Yes / Ya,50,Male / Lelaki,Employed / Bekerja,5000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,4,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,33,200,1,3,5,No / Tidak,Yes / Ya,
5/21/2025 7:35:50,Postpaid,Yes / Ya,40,Male / Lelaki,Employed / Bekerja,4000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,5,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,CelcomDigi,20,80,2,2,2,Yes / Ya,No / Tidak,
5/21/2025 7:38:54,Postpaid,Yes / Ya,41,Female / Perempuan,Employed / Bekerja,5000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,24,Rarely / Jarang,redONE,10,80,2,23,4,Yes / Ya,Yes / Ya,
5/21/2025 7:40:49,Postpaid,Yes / Ya,23,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,65,No / Tidak,Yes / Ya,Yes / Ya,8,Sometimes / Kadang Kala,CelcomDigi,2,40,1,4,3,No / Tidak,Yes / Ya,
5/21/2025 7:41:22,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 7:44:14,Postpaid,Yes / Ya,49,Male / Lelaki,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Sub-urban / Pinggir bandar,15,Yes / Ya,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,U Mobile,10,58.3,1,1,4,No / Tidak,Yes / Ya,
5/21/2025 7:45:06,Postpaid,Yes / Ya,50,Female / Perempuan,Unemployed / Tidak bekerja,300,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,0,Urban / Bandar,70,No / Tidak,No / Tidak,Yes / Ya,3,Rarely / Jarang,U Mobile,5,100,1,2,3,Yes / Ya,Yes / Ya,
5/21/2025 7:45:09,Prepaid,Yes / Ya,26,Male / Lelaki,Employed / Bekerja,2500,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,20,Yes / Ya,No / Tidak,Yes / Ya,7,Rarely / Jarang,CelcomDigi,5,20,1,3,2,No / Tidak,Yes / Ya,
5/21/2025 7:52:17,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 7:53:42,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,4000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Urban / Bandar,60,No / Tidak,No / Tidak,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,10,190,4,5,4,Yes / Ya,No / Tidak,
5/21/2025 7:55:18,Postpaid,Yes / Ya,43,Female / Perempuan,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,150,No / Tidak,No / Tidak,Yes / Ya,10,Sometimes / Kadang Kala,CelcomDigi,14,150,2,3,3,No / Tidak,Yes / Ya,
5/21/2025 7:56:13,Prepaid,Yes / Ya,50,Female / Perempuan,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Sub-urban / Pinggir bandar,2,No / Tidak,No / Tidak,Yes / Ya,6,Rarely / Jarang,Onexox,25,5,1,2,8,No / Tidak,Yes / Ya,
5/21/2025 8:00:18,Postpaid,Yes / Ya,31,Female / Perempuan,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,18,Sometimes / Kadang Kala,CelcomDigi,13,120,1,2,5,No / Tidak,Yes / Ya,
5/21/2025 8:01:15,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 8:01:55,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 8:02:10,Postpaid,Yes / Ya,61,Female / Perempuan,Retired / Telah bersara,2500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,1,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,2,Often / Selalu,CelcomDigi,5,87,1,1,2,Yes / Ya,Yes / Ya,
5/21/2025 8:02:32,Prepaid,Yes / Ya,40,Male / Lelaki,Employed / Bekerja,5000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,5,Urban / Bandar,15,No / Tidak,No / Tidak,Yes / Ya,1,Rarely / Jarang,CelcomDigi,6,200,2,3,7,No / Tidak,Yes / Ya,
5/21/2025 8:14:19,Postpaid,Yes / Ya,45,Male / Lelaki,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,5,130,1,2,6,No / Tidak,Yes / Ya,
5/21/2025 8:15:39,Prepaid,Yes / Ya,30,Female / Perempuan,Employed / Bekerja,1800,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,0,Sub-urban / Pinggir bandar,35,No / Tidak,No / Tidak,Yes / Ya,15,Often / Selalu,Maxis,6,40,1,2,2,No / Tidak,No / Tidak,
5/21/2025 8:16:24,Postpaid,Yes / Ya,49,Male / Lelaki,Employed / Bekerja,4500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,5,Urban / Bandar,100,No / Tidak,No / Tidak,Yes / Ya,14,Rarely / Jarang,Unifi Mobile,5,68,1,1,5,No / Tidak,Yes / Ya,
5/21/2025 8:19:30,Postpaid,Yes / Ya,102,Male / Lelaki,Student / Pelajar,1700,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Rural / Luar bandar,100,No / Tidak,No / Tidak,Yes / Ya,7,Sometimes / Kadang Kala,Maxis,5,200,2,5,6,No / Tidak,Yes / Ya,
5/21/2025 8:19:54,Postpaid,Yes / Ya,24,Male / Lelaki,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,60,No / Tidak,Yes / Ya,Yes / Ya,2,Often / Selalu,Unifi Mobile,5,69,1,3,3,No / Tidak,Yes / Ya,
5/21/2025 8:23:56,Postpaid,Yes / Ya,23,Male / Lelaki,Student / Pelajar,500,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,40,Yes / Ya,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,Maxis,2,70,1,2,4,No / Tidak,Yes / Ya,
5/21/2025 8:28:04,Postpaid,Yes / Ya,55,Male / Lelaki,Retired / Telah bersara,2000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,2,Urban / Bandar,10,No / Tidak,Yes / Ya,Yes / Ya,14,Sometimes / Kadang Kala,CelcomDigi,20,105,1,233,3,No / Tidak,Yes / Ya,
5/21/2025 8:34:03,Postpaid,Yes / Ya,40,Female / Perempuan,Employed / Bekerja,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,4,Sub-urban / Pinggir bandar,50,No / Tidak,Yes / Ya,Yes / Ya,6,Rarely / Jarang,CelcomDigi,6,90,1,2,2,No / Tidak,Yes / Ya,
5/21/2025 8:34:48,Postpaid,Yes / Ya,34,Female / Perempuan,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,12,Rarely / Jarang,CelcomDigi,8,150,1,4,4,No / Tidak,Yes / Ya,
5/21/2025 8:36:52,Postpaid,Yes / Ya,57,Male / Lelaki,Employed / Bekerja,3600,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Urban / Bandar,1,No / Tidak,Yes / Ya,Yes / Ya,2,Often / Selalu,CelcomDigi,10,70,2,25,5,Yes / Ya,Yes / Ya,
5/21/2025 8:41:34,Postpaid,Yes / Ya,37,Female / Perempuan,Employed / Bekerja,6500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Urban / Bandar,2,No / Tidak,Yes / Ya,Yes / Ya,5,Often / Selalu,U Mobile,1,100,1,1,3,No / Tidak,Yes / Ya,
5/21/2025 8:48:41,Postpaid,Yes / Ya,47,Female / Perempuan,Unemployed / Tidak bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Rural / Luar bandar,30,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,redONE,10,200,7,7,4,No / Tidak,Yes / Ya,
5/21/2025 8:49:10,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,2,Often / Selalu,CelcomDigi,30,54,1,2,6,Yes / Ya,No / Tidak,
5/21/2025 8:52:38,Postpaid,Yes / Ya,38,Male / Lelaki,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,CelcomDigi,10,300,1,3,2,Yes / Ya,Yes / Ya,
5/21/2025 9:02:26,Postpaid,Yes / Ya,34,Female / Perempuan,Unemployed / Tidak bekerja,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Rural / Luar bandar,90,Yes / Ya,Yes / Ya,No / Tidak,6,Rarely / Jarang,CelcomDigi,9,40,1,2,4,No / Tidak,No / Tidak,
5/21/2025 9:09:41,Postpaid,Yes / Ya,35,Female / Perempuan,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,0,Rural / Luar bandar,20,No / Tidak,Yes / Ya,Yes / Ya,4,Rarely / Jarang,U Mobile,10,40,1,1,4,No / Tidak,Yes / Ya,
5/21/2025 9:12:22,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,30000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,7,Sub-urban / Pinggir bandar,40,No / Tidak,Yes / Ya,Yes / Ya,4,Often / Selalu,CelcomDigi,25,120,1,2,7,No / Tidak,Yes / Ya,
5/21/2025 9:13:37,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 9:24:42,Prepaid,Yes / Ya,47,Male / Lelaki,Employed / Bekerja,3800,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,5,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,U Mobile,12,50,1,2,4,No / Tidak,Yes / Ya,
5/21/2025 9:25:23,Prepaid,Yes / Ya,58,Male / Lelaki,Retired / Telah bersara,5600,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,38,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,15,38,1,2,4,No / Tidak,Yes / Ya,
5/21/2025 9:26:58,Postpaid,Yes / Ya,39,Female / Perempuan,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,80,No / Tidak,No / Tidak,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,5,80,1,3,2,No / Tidak,No / Tidak,
5/21/2025 9:27:08,Prepaid,Yes / Ya,32,Male / Lelaki,Employed / Bekerja,2000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,2,Rural / Luar bandar,25,Yes / Ya,Yes / Ya,Yes / Ya,1,Sometimes / Kadang Kala,CelcomDigi,6,25,1,1,4,No / Tidak,Yes / Ya,
5/21/2025 9:27:25,Prepaid,Yes / Ya,48,Male / Lelaki,Retired / Telah bersara,3000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Urban / Bandar,40,No / Tidak,Yes / Ya,No / Tidak,4,Rarely / Jarang,CelcomDigi,5,40,1,1,3,Yes / Ya,Yes / Ya,
5/21/2025 9:28:54,Prepaid,Yes / Ya,54,Female / Perempuan,Unemployed / Tidak bekerja,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,1,Rural / Luar bandar,20,No / Tidak,No / Tidak,Yes / Ya,2,Rarely / Jarang,CelcomDigi,30,30,1,2,2,No / Tidak,Yes / Ya,
5/21/2025 9:29:35,Postpaid,Yes / Ya,53,Female / Perempuan,Employed / Bekerja,1500,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,3,Urban / Bandar,200,No / Tidak,Yes / Ya,No / Tidak,4,Sometimes / Kadang Kala,Maxis,3,30,1,5,4,No / Tidak,Yes / Ya,
5/21/2025 9:35:14,Prepaid,Yes / Ya,40,Female / Perempuan,Employed / Bekerja,4000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,1,Urban / Bandar,30,No / Tidak,No / Tidak,Yes / Ya,2,Often / Selalu,CelcomDigi,13,35,1,1,3,No / Tidak,Yes / Ya,
